,ICD10_CODE,ALT_CODE,USAGE,USAGE_UK,DESCRIPTION,MODIFIER_4,MODIFIER_5,QUALIFIERS,GENDER_MASK,MIN_AGE,MAX_AGE,TREE_DESCRIPTION
5783,M07.3,M0732,ASTERIS,2.0,Other psoriatic arthropathies, ,Upper arm, , , , , 
5784,M07.3,M0733,ASTERIS,2.0,Other psoriatic arthropathies, ,Forearm, , , , , 
5785,M07.3,M0734,ASTERIS,2.0,Other psoriatic arthropathies, ,Hand, , , , , 
5786,M07.3,M0735,ASTERIS,2.0,Other psoriatic arthropathies, ,Pelvic region and thigh, , , , , 
5787,M07.3,M0736,ASTERIS,2.0,Other psoriatic arthropathies, ,Lower leg, , , , , 
5788,M07.3,M0737,ASTERIS,2.0,Other psoriatic arthropathies, ,Ankle and foot, , , , , 
5789,M07.3,M0738,ASTERIS,2.0,Other psoriatic arthropathies, ,Other, , , , , 
5790,M07.3,M0739,ASTERIS,2.0,Other psoriatic arthropathies, ,Site unspecified, , , , , 
5791,M07.4,M074,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], , , , , , , 
5792,M07.4,M0740,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Multiple sites, , , , , 
5793,M07.4,M0741,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Shoulder region, , , , , 
5794,M07.4,M0742,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Upper arm, , , , , 
5795,M07.4,M0743,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Forearm, , , , , 
5796,M07.4,M0744,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Hand, , , , , 
5797,M07.4,M0745,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Pelvic region and thigh, , , , , 
5798,M07.4,M0746,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Lower leg, , , , , 
5799,M07.4,M0747,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Ankle and foot, , , , , 
5800,M07.4,M0748,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Other, , , , , 
5801,M07.4,M0749,ASTERIS,2.0,Arthropathy in Crohn disease [regional enteritis], ,Site unspecified, , , , , 
5802,M07.5,M075,ASTERIS,2.0,Arthropathy in ulcerative colitis, , , , , , , 
5803,M07.5,M0750,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Multiple sites, , , , , 
5804,M07.5,M0751,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Shoulder region, , , , , 
5805,M07.5,M0752,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Upper arm, , , , , 
5806,M07.5,M0753,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Forearm, , , , , 
5807,M07.5,M0754,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Hand, , , , , 
5808,M07.5,M0755,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Pelvic region and thigh, , , , , 
5809,M07.5,M0756,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Lower leg, , , , , 
5810,M07.5,M0757,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Ankle and foot, , , , , 
5811,M07.5,M0758,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Other, , , , , 
5812,M07.5,M0759,ASTERIS,2.0,Arthropathy in ulcerative colitis, ,Site unspecified, , , , , 
5813,M07.6,M076,ASTERIS,2.0,Other enteropathic arthropathies, , , , , , , 
5814,M07.6,M0760,ASTERIS,2.0,Other enteropathic arthropathies, ,Multiple sites, , , , , 
5815,M07.6,M0761,ASTERIS,2.0,Other enteropathic arthropathies, ,Shoulder region, , , , , 
5816,M07.6,M0762,ASTERIS,2.0,Other enteropathic arthropathies, ,Upper arm, , , , , 
5817,M07.6,M0763,ASTERIS,2.0,Other enteropathic arthropathies, ,Forearm, , , , , 
5818,M07.6,M0764,ASTERIS,2.0,Other enteropathic arthropathies, ,Hand, , , , , 
5819,M07.6,M0765,ASTERIS,2.0,Other enteropathic arthropathies, ,Pelvic region and thigh, , , , , 
5820,M07.6,M0766,ASTERIS,2.0,Other enteropathic arthropathies, ,Lower leg, , , , , 
5821,M07.6,M0767,ASTERIS,2.0,Other enteropathic arthropathies, ,Ankle and foot, , , , , 
5822,M07.6,M0768,ASTERIS,2.0,Other enteropathic arthropathies, ,Other, , , , , 
5823,M07.6,M0769,ASTERIS,2.0,Other enteropathic arthropathies, ,Site unspecified, , , , , 
5824,M08,M08,DEFAULT,3.0,Juvenile arthritis, , , , , , , 
5825,M08.0,M080,DEFAULT,3.0,Juvenile rheumatoid arthritis, , , , , , , 
5826,M08.0,M0800,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Multiple sites, , , , , 
5827,M08.0,M0801,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Shoulder region, , , , , 
5828,M08.0,M0802,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Upper arm, , , , , 
5829,M08.0,M0803,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Forearm, , , , , 
5830,M08.0,M0804,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Hand, , , , , 
5831,M08.0,M0805,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Pelvic region and thigh, , , , , 
5832,M08.0,M0806,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Lower leg, , , , , 
5833,M08.0,M0807,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Ankle and foot, , , , , 
5834,M08.0,M0808,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Other, , , , , 
5835,M08.0,M0809,DEFAULT,3.0,Juvenile rheumatoid arthritis, ,Site unspecified, , , , , 
5836,M08.1,M081,DEFAULT,3.0,Juvenile ankylosing spondylitis, , , , , , , 
5837,M08.1,M0810,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Multiple sites, , , , , 
5838,M08.1,M0811,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Shoulder region, , , , , 
5839,M08.1,M0812,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Upper arm, , , , , 
5840,M08.1,M0813,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Forearm, , , , , 
5841,M08.1,M0814,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Hand, , , , , 
5842,M08.1,M0815,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Pelvic region and thigh, , , , , 
5843,M08.1,M0816,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Lower leg, , , , , 
5844,M08.1,M0817,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Ankle and foot, , , , , 
5845,M08.1,M0818,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Other, , , , , 
5846,M08.1,M0819,DEFAULT,3.0,Juvenile ankylosing spondylitis, ,Site unspecified, , , , , 
5847,M08.2,M082,DEFAULT,3.0,Juvenile arthritis with systemic onset, , , , , , , 
5848,M08.2,M0820,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Multiple sites, , , , , 
5849,M08.2,M0821,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Shoulder region, , , , , 
5850,M08.2,M0822,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Upper arm, , , , , 
5851,M08.2,M0823,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Forearm, , , , , 
5852,M08.2,M0824,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Hand, , , , , 
5853,M08.2,M0825,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Pelvic region and thigh, , , , , 
5854,M08.2,M0826,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Lower leg, , , , , 
5855,M08.2,M0827,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Ankle and foot, , , , , 
5856,M08.2,M0828,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Other, , , , , 
5857,M08.2,M0829,DEFAULT,3.0,Juvenile arthritis with systemic onset, ,Site unspecified, , , , , 
5858,M08.3,M083,DEFAULT,3.0,Juvenile polyarthritis (seronegative), , , , , , , 
5859,M08.3,M0830,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Multiple sites, , , , , 
5860,M08.3,M0831,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Shoulder region, , , , , 
5861,M08.3,M0832,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Upper arm, , , , , 
5862,M08.3,M0833,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Forearm, , , , , 
5863,M08.3,M0834,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Hand, , , , , 
5864,M08.3,M0835,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Pelvic region and thigh, , , , , 
5865,M08.3,M0836,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Lower leg, , , , , 
5866,M08.3,M0837,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Ankle and foot, , , , , 
5867,M08.3,M0838,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Other, , , , , 
5868,M08.3,M0839,DEFAULT,3.0,Juvenile polyarthritis (seronegative), ,Site unspecified, , , , , 
5869,M08.4,M084,DEFAULT,3.0,Pauciarticular juvenile arthritis, , , , , , , 
5870,M08.4,M0840,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Multiple sites, , , , , 
5871,M08.4,M0841,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Shoulder region, , , , , 
5872,M08.4,M0842,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Upper arm, , , , , 
5873,M08.4,M0843,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Forearm, , , , , 
5874,M08.4,M0844,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Hand, , , , , 
5875,M08.4,M0845,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Pelvic region and thigh, , , , , 
5876,M08.4,M0846,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Lower leg, , , , , 
5877,M08.4,M0847,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Ankle and foot, , , , , 
5878,M08.4,M0848,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Other, , , , , 
5879,M08.4,M0849,DEFAULT,3.0,Pauciarticular juvenile arthritis, ,Site unspecified, , , , , 
5880,M08.8,M088,DEFAULT,3.0,Other juvenile arthritis, , , , , , , 
5881,M08.8,M0880,DEFAULT,3.0,Other juvenile arthritis, ,Multiple sites, , , , , 
5882,M08.8,M0881,DEFAULT,3.0,Other juvenile arthritis, ,Shoulder region, , , , , 
5883,M08.8,M0882,DEFAULT,3.0,Other juvenile arthritis, ,Upper arm, , , , , 
5884,M08.8,M0883,DEFAULT,3.0,Other juvenile arthritis, ,Forearm, , , , , 
5885,M08.8,M0884,DEFAULT,3.0,Other juvenile arthritis, ,Hand, , , , , 
5886,M08.8,M0885,DEFAULT,3.0,Other juvenile arthritis, ,Pelvic region and thigh, , , , , 
5887,M08.8,M0886,DEFAULT,3.0,Other juvenile arthritis, ,Lower leg, , , , , 
5888,M08.8,M0887,DEFAULT,3.0,Other juvenile arthritis, ,Ankle and foot, , , , , 
5889,M08.8,M0888,DEFAULT,3.0,Other juvenile arthritis, ,Other, , , , , 
5890,M08.8,M0889,DEFAULT,3.0,Other juvenile arthritis, ,Site unspecified, , , , , 
5891,M08.9,M089,DEFAULT,3.0,"Juvenile arthritis, unspecified", , , , , , , 
5892,M08.9,M0890,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Multiple sites, , , , , 
5893,M08.9,M0891,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Shoulder region, , , , , 
5894,M08.9,M0892,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Upper arm, , , , , 
5895,M08.9,M0893,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Forearm, , , , , 
5896,M08.9,M0894,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Hand, , , , , 
5897,M08.9,M0895,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Pelvic region and thigh, , , , , 
5898,M08.9,M0896,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Lower leg, , , , , 
5899,M08.9,M0897,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Ankle and foot, , , , , 
5900,M08.9,M0898,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Other, , , , , 
5901,M08.9,M0899,DEFAULT,3.0,"Juvenile arthritis, unspecified", ,Site unspecified, , , , , 
5902,M09,M09,ASTERIS,2.0,Juvenile arthritis in diseases classified elsewhere, , , , , , , 
5903,M09.0,M090,ASTERIS,2.0,Juvenile arthritis in psoriasis, , , , , , , 
5904,M09.0,M0900,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Multiple sites, , , , , 
5905,M09.0,M0901,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Shoulder region, , , , , 
5906,M09.0,M0902,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Upper arm, , , , , 
5907,M09.0,M0903,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Forearm, , , , , 
5908,M09.0,M0904,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Hand, , , , , 
5909,M09.0,M0905,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Pelvic region and thigh, , , , , 
5910,M09.0,M0906,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Lower leg, , , , , 
5911,M09.0,M0907,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Ankle and foot, , , , , 
5912,M09.0,M0908,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Other, , , , , 
5913,M09.0,M0909,ASTERIS,2.0,Juvenile arthritis in psoriasis, ,Site unspecified, , , , , 
5914,M09.1,M091,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], , , , , , , 
5915,M09.1,M0910,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Multiple sites, , , , , 
5916,M09.1,M0911,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Shoulder region, , , , , 
5917,M09.1,M0912,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Upper arm, , , , , 
5918,M09.1,M0913,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Forearm, , , , , 
5919,M09.1,M0914,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Hand, , , , , 
5920,M09.1,M0915,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Pelvic region and thigh, , , , , 
5921,M09.1,M0916,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Lower leg, , , , , 
5922,M09.1,M0917,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Ankle and foot, , , , , 
5923,M09.1,M0918,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Other, , , , , 
5924,M09.1,M0919,ASTERIS,2.0,Juvenile arthritis in Crohn disease [regional enteritis], ,Site unspecified, , , , , 
5925,M09.2,M092,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, , , , , , , 
5926,M09.2,M0920,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Multiple sites, , , , , 
5927,M09.2,M0921,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Shoulder region, , , , , 
5928,M09.2,M0922,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Upper arm, , , , , 
5929,M09.2,M0923,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Forearm, , , , , 
5930,M09.2,M0924,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Hand, , , , , 
5931,M09.2,M0925,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Pelvic region and thigh, , , , , 
5932,M09.2,M0926,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Lower leg, , , , , 
5933,M09.2,M0927,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Ankle and foot, , , , , 
5934,M09.2,M0928,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Other, , , , , 
5935,M09.2,M0929,ASTERIS,2.0,Juvenile arthritis in ulcerative colitis, ,Site unspecified, , , , , 
5936,M09.8,M098,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, , , , , , , 
5937,M09.8,M0980,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Multiple sites, , , , , 
5938,M09.8,M0981,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Shoulder region, , , , , 
5939,M09.8,M0982,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Upper arm, , , , , 
5940,M09.8,M0983,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Forearm, , , , , 
5941,M09.8,M0984,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Hand, , , , , 
5942,M09.8,M0985,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Pelvic region and thigh, , , , , 
5943,M09.8,M0986,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Lower leg, , , , , 
5944,M09.8,M0987,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Ankle and foot, , , , , 
5945,M09.8,M0988,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Other, , , , , 
5946,M09.8,M0989,ASTERIS,2.0,Juvenile arthritis in other diseases classified elsewhere, ,Site unspecified, , , , , 
5947,M10,M10,DEFAULT,3.0,Gout, , , , , , , 
5948,M10.0,M100,DEFAULT,3.0,Idiopathic gout, , , , , , , 
5949,M10.0,M1000,DEFAULT,3.0,Idiopathic gout, ,Multiple sites, , , , , 
5950,M10.0,M1001,DEFAULT,3.0,Idiopathic gout, ,Shoulder region, , , , , 
5951,M10.0,M1002,DEFAULT,3.0,Idiopathic gout, ,Upper arm, , , , , 
5952,M10.0,M1003,DEFAULT,3.0,Idiopathic gout, ,Forearm, , , , , 
5953,M10.0,M1004,DEFAULT,3.0,Idiopathic gout, ,Hand, , , , , 
5954,M10.0,M1005,DEFAULT,3.0,Idiopathic gout, ,Pelvic region and thigh, , , , , 
5955,M10.0,M1006,DEFAULT,3.0,Idiopathic gout, ,Lower leg, , , , , 
5956,M10.0,M1007,DEFAULT,3.0,Idiopathic gout, ,Ankle and foot, , , , , 
5957,M10.0,M1008,DEFAULT,3.0,Idiopathic gout, ,Other, , , , , 
5958,M10.0,M1009,DEFAULT,3.0,Idiopathic gout, ,Site unspecified, , , , , 
5959,M10.1,M101,DEFAULT,3.0,Lead-induced gout, , , , , , , 
5960,M10.1,M1010,DEFAULT,3.0,Lead-induced gout, ,Multiple sites, , , , , 
5961,M10.1,M1011,DEFAULT,3.0,Lead-induced gout, ,Shoulder region, , , , , 
5962,M10.1,M1012,DEFAULT,3.0,Lead-induced gout, ,Upper arm, , , , , 
5963,M10.1,M1013,DEFAULT,3.0,Lead-induced gout, ,Forearm, , , , , 
5964,M10.1,M1014,DEFAULT,3.0,Lead-induced gout, ,Hand, , , , , 
5965,M10.1,M1015,DEFAULT,3.0,Lead-induced gout, ,Pelvic region and thigh, , , , , 
5966,M10.1,M1016,DEFAULT,3.0,Lead-induced gout, ,Lower leg, , , , , 
5967,M10.1,M1017,DEFAULT,3.0,Lead-induced gout, ,Ankle and foot, , , , , 
5968,M10.1,M1018,DEFAULT,3.0,Lead-induced gout, ,Other, , , , , 
5969,M10.1,M1019,DEFAULT,3.0,Lead-induced gout, ,Site unspecified, , , , , 
5970,M10.2,M102,DEFAULT,3.0,Drug-induced gout, , , , , , , 
5971,M10.2,M1020,DEFAULT,3.0,Drug-induced gout, ,Multiple sites, , , , , 
5972,M10.2,M1021,DEFAULT,3.0,Drug-induced gout, ,Shoulder region, , , , , 
5973,M10.2,M1022,DEFAULT,3.0,Drug-induced gout, ,Upper arm, , , , , 
5974,M10.2,M1023,DEFAULT,3.0,Drug-induced gout, ,Forearm, , , , , 
5975,M10.2,M1024,DEFAULT,3.0,Drug-induced gout, ,Hand, , , , , 
5976,M10.2,M1025,DEFAULT,3.0,Drug-induced gout, ,Pelvic region and thigh, , , , , 
5977,M10.2,M1026,DEFAULT,3.0,Drug-induced gout, ,Lower leg, , , , , 
5978,M10.2,M1027,DEFAULT,3.0,Drug-induced gout, ,Ankle and foot, , , , , 
5979,M10.2,M1028,DEFAULT,3.0,Drug-induced gout, ,Other, , , , , 
5980,M10.2,M1029,DEFAULT,3.0,Drug-induced gout, ,Site unspecified, , , , , 
5981,M10.3,M103,DEFAULT,3.0,Gout due to impairment of renal function, , , , , , , 
5982,M10.3,M1030,DEFAULT,3.0,Gout due to impairment of renal function, ,Multiple sites, , , , , 
5983,M10.3,M1031,DEFAULT,3.0,Gout due to impairment of renal function, ,Shoulder region, , , , , 
5984,M10.3,M1032,DEFAULT,3.0,Gout due to impairment of renal function, ,Upper arm, , , , , 
5985,M10.3,M1033,DEFAULT,3.0,Gout due to impairment of renal function, ,Forearm, , , , , 
5986,M10.3,M1034,DEFAULT,3.0,Gout due to impairment of renal function, ,Hand, , , , , 
5987,M10.3,M1035,DEFAULT,3.0,Gout due to impairment of renal function, ,Pelvic region and thigh, , , , , 
5988,M10.3,M1036,DEFAULT,3.0,Gout due to impairment of renal function, ,Lower leg, , , , , 
5989,M10.3,M1037,DEFAULT,3.0,Gout due to impairment of renal function, ,Ankle and foot, , , , , 
5990,M10.3,M1038,DEFAULT,3.0,Gout due to impairment of renal function, ,Other, , , , , 
5991,M10.3,M1039,DEFAULT,3.0,Gout due to impairment of renal function, ,Site unspecified, , , , , 
5992,M10.4,M104,DEFAULT,3.0,Other secondary gout, , , , , , , 
5993,M10.4,M1040,DEFAULT,3.0,Other secondary gout, ,Multiple sites, , , , , 
5994,M10.4,M1041,DEFAULT,3.0,Other secondary gout, ,Shoulder region, , , , , 
5995,M10.4,M1042,DEFAULT,3.0,Other secondary gout, ,Upper arm, , , , , 
5996,M10.4,M1043,DEFAULT,3.0,Other secondary gout, ,Forearm, , , , , 
5997,M10.4,M1044,DEFAULT,3.0,Other secondary gout, ,Hand, , , , , 
5998,M10.4,M1045,DEFAULT,3.0,Other secondary gout, ,Pelvic region and thigh, , , , , 
5999,M10.4,M1046,DEFAULT,3.0,Other secondary gout, ,Lower leg, , , , , 
6000,M10.4,M1047,DEFAULT,3.0,Other secondary gout, ,Ankle and foot, , , , , 
6001,M10.4,M1048,DEFAULT,3.0,Other secondary gout, ,Other, , , , , 
6002,M10.4,M1049,DEFAULT,3.0,Other secondary gout, ,Site unspecified, , , , , 
6003,M10.9,M109,DEFAULT,3.0,"Gout, unspecified", , , , , , , 
6004,M10.9,M1090,DEFAULT,3.0,"Gout, unspecified", ,Multiple sites, , , , , 
6005,M10.9,M1091,DEFAULT,3.0,"Gout, unspecified", ,Shoulder region, , , , , 
6006,M10.9,M1092,DEFAULT,3.0,"Gout, unspecified", ,Upper arm, , , , , 
6007,M10.9,M1093,DEFAULT,3.0,"Gout, unspecified", ,Forearm, , , , , 
6008,M10.9,M1094,DEFAULT,3.0,"Gout, unspecified", ,Hand, , , , , 
6009,M10.9,M1095,DEFAULT,3.0,"Gout, unspecified", ,Pelvic region and thigh, , , , , 
6010,M10.9,M1096,DEFAULT,3.0,"Gout, unspecified", ,Lower leg, , , , , 
6011,M10.9,M1097,DEFAULT,3.0,"Gout, unspecified", ,Ankle and foot, , , , , 
6012,M10.9,M1098,DEFAULT,3.0,"Gout, unspecified", ,Other, , , , , 
6013,M10.9,M1099,DEFAULT,3.0,"Gout, unspecified", ,Site unspecified, , , , , 
6014,M11,M11,DEFAULT,3.0,Other crystal arthropathies, , , , , , , 
6015,M11.0,M110,DEFAULT,3.0,Hydroxyapatite deposition disease, , , , , , , 
6016,M11.0,M1100,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Multiple sites, , , , , 
6017,M11.0,M1101,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Shoulder region, , , , , 
6018,M11.0,M1102,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Upper arm, , , , , 
6019,M11.0,M1103,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Forearm, , , , , 
6020,M11.0,M1104,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Hand, , , , , 
6021,M11.0,M1105,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Pelvic region and thigh, , , , , 
6022,M11.0,M1106,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Lower leg, , , , , 
6023,M11.0,M1107,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Ankle and foot, , , , , 
6024,M11.0,M1108,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Other, , , , , 
6025,M11.0,M1109,DEFAULT,3.0,Hydroxyapatite deposition disease, ,Site unspecified, , , , , 
6026,M11.1,M111,DEFAULT,3.0,Familial chondrocalcinosis, , , , , , , 
6027,M11.1,M1110,DEFAULT,3.0,Familial chondrocalcinosis, ,Multiple sites, , , , , 
6028,M11.1,M1111,DEFAULT,3.0,Familial chondrocalcinosis, ,Shoulder region, , , , , 
6029,M11.1,M1112,DEFAULT,3.0,Familial chondrocalcinosis, ,Upper arm, , , , , 
6030,M11.1,M1113,DEFAULT,3.0,Familial chondrocalcinosis, ,Forearm, , , , , 
6031,M11.1,M1114,DEFAULT,3.0,Familial chondrocalcinosis, ,Hand, , , , , 
6032,M11.1,M1115,DEFAULT,3.0,Familial chondrocalcinosis, ,Pelvic region and thigh, , , , , 
6033,M11.1,M1116,DEFAULT,3.0,Familial chondrocalcinosis, ,Lower leg, , , , , 
6034,M11.1,M1117,DEFAULT,3.0,Familial chondrocalcinosis, ,Ankle and foot, , , , , 
6035,M11.1,M1118,DEFAULT,3.0,Familial chondrocalcinosis, ,Other, , , , , 
6036,M11.1,M1119,DEFAULT,3.0,Familial chondrocalcinosis, ,Site unspecified, , , , , 
6037,M11.2,M112,DEFAULT,3.0,Other chondrocalcinosis, , , , , , , 
6038,M11.2,M1120,DEFAULT,3.0,Other chondrocalcinosis, ,Multiple sites, , , , , 
6039,M11.2,M1121,DEFAULT,3.0,Other chondrocalcinosis, ,Shoulder region, , , , , 
6040,M11.2,M1122,DEFAULT,3.0,Other chondrocalcinosis, ,Upper arm, , , , , 
6041,M11.2,M1123,DEFAULT,3.0,Other chondrocalcinosis, ,Forearm, , , , , 
